episode,step,original_gravity,current_gravity,action,reward,domain_shift,cumulative_reward,epsilon,loss,predicted_suitability
2,6,-10.0,-9.644157409667969,[0.66079915 0.2983084  0.34739685 0.15699916],-0.20898351073265076,0.35584259033203125,-0.8947115391492844,0,155.43246459960938,0.9985658526420593
2,7,-10.0,-9.996729850769043,[-0.45176044  0.12105998  0.34345958 -0.29514074],-0.1788477599620819,0.0032701492309570312,-1.0735592991113663,0,77.78179168701172,0.9980188608169556
2,8,-10.0,-10.431300163269043,[ 0.71165675 -0.60992503  0.49464163 -0.42079452],-0.21709765493869781,0.43130016326904297,-1.290656954050064,0,155.2935333251953,0.9976353645324707
2,9,-10.0,-9.409111022949219,[ 0.5475986  -0.14452533  0.6153968  -0.29293028],-0.19801589846611023,0.5908889770507812,-1.4886728525161743,0,155.22532653808594,0.9979795813560486
2,10,-10.0,-9.799440383911133,[-0.57261354  0.534569   -0.38271612  0.46649015],-0.10098261386156082,0.2005596160888672,-1.5896554663777351,0,77.64917755126953,0.9979178309440613
2,11,-10.0,-9.848455429077148,[ 0.48894632 -0.5572066  -0.57177573 -0.6021041 ],-0.10780182480812073,0.15154457092285156,-1.6974572911858559,0,77.501708984375,0.9965423941612244
2,12,-10.0,-10.451985359191895,[-0.7149633  -0.2458348  -0.9467442  -0.77815926],0.05709556117653847,0.45198535919189453,-1.6403617300093174,0,155.02423095703125,0.9948595762252808
2,13,-10.0,-9.003173828125,[ 0.34912804  0.59955305 -0.8389409  -0.5365954 ],0.03159943222999573,0.996826171875,-1.6087622977793217,0,77.5417251586914,0.9888129830360413
2,14,-10.0,-9.436927795410156,[-0.5847487   0.83466715  0.42262903  0.10776922],0.03983291611075401,0.5630722045898438,-1.5689293816685677,0,154.89413452148438,0.9877625703811646
2,15,-10.0,-9.49793529510498,[-0.39096403  0.6697081  -0.12938808  0.84691244],0.068499356508255,0.5020647048950195,-1.5004300251603127,0,77.46185302734375,0.9863201975822449
2,16,-10.0,-9.091373443603516,[ 0.41210362 -0.04393739 -0.7475798   0.9520871 ],-0.009778065606951714,0.9086265563964844,-1.5102080907672644,0,154.767333984375,0.9962635636329651
2,17,-10.0,-9.326848030090332,[-0.6803327  -0.59479576 -0.13763648 -0.1915962 ],0.07610936462879181,0.673151969909668,-1.4340987261384726,0,154.70542907714844,0.9969300627708435
2,18,-10.0,-9.360154151916504,[-0.706497    0.45863783 -0.62250984  0.28779128],0.07241261005401611,0.6398458480834961,-1.3616861160844564,0,154.64051818847656,0.9915457367897034
2,19,-10.0,-9.264738082885742,[ 0.5086119  -0.5785352   0.2019085   0.49785674],0.012807163409888744,0.7352619171142578,-1.3488789526745677,0,154.5846405029297,0.9958558678627014
2,20,-10.0,-10.11401653289795,[ 0.27643743  0.1942546  -0.4090354   0.46321294],0.059521280229091644,0.11401653289794922,-1.289357672445476,0,154.5148162841797,0.9959702491760254
2,21,-10.0,-10.20910930633545,[ 0.8906169  -0.14887722  0.56436366 -0.8877179 ],-0.09452016651630402,0.20910930633544922,-1.38387783896178,0,154.4483184814453,0.9944356679916382
2,22,-10.0,-10.326844215393066,[ 0.6705432  -0.6155     -0.20980626 -0.3998379 ],-0.060181137174367905,0.3268442153930664,-1.444058976136148,0,154.38436889648438,0.9974991679191589
2,23,-10.0,-9.943187713623047,[-0.8397927   0.809262   -0.25969166  0.06139488],-0.05445393547415733,0.056812286376953125,-1.4985129116103053,0,154.32752990722656,0.9926759600639343
2,24,-10.0,-9.147107124328613,[-0.01176747 -0.7356777  -0.58709186 -0.8476224 ],-0.21068595349788666,0.8528928756713867,-1.709198865108192,0,154.25991821289062,0.9871614575386047
2,25,-10.0,-9.944778442382812,[ 0.0158434  -0.4769009  -0.28587678 -0.7838693 ],-0.22272592782974243,0.0552215576171875,-1.9319247929379344,0,77.10942840576172,0.9789132475852966
2,26,-10.0,-9.813163757324219,[ 0.5751037  -0.7868323   0.97141767 -0.6456777 ],-0.14125029742717743,0.18683624267578125,-2.073175090365112,0,154.13990783691406,0.989150881767273
2,27,-10.0,-9.895889282226562,[ 0.14481023 -0.9103093   0.5742326  -0.6207881 ],-0.0649363175034523,0.1041107177734375,-2.138111407868564,0,154.09829711914062,0.993224024772644
2,28,-10.0,-10.12740707397461,[ 0.05580796  0.48015508 -0.700137    0.10217435],-0.11834264546632767,0.12740707397460938,-2.256454053334892,0,154.04483032226562,0.9961684346199036
2,29,-10.0,-10.236872673034668,[-0.5667656   0.5183921   0.44583037 -0.6469019 ],-0.16171517968177795,0.23687267303466797,-2.4181692330166698,0,154.00177001953125,0.9949910044670105
2,30,-10.0,-10.405860900878906,[ 0.7239331  -0.9604498   0.720474    0.11780762],-0.15561531484127045,0.40586090087890625,-2.57378454785794,0,77.03529357910156,0.9902876615524292
2,31,-10.0,-9.989912986755371,[-0.19355905  0.51749384  0.433858    0.97465235],-0.14160388708114624,0.010087013244628906,-2.7153884349390864,0,77.0218276977539,0.9968727231025696
2,32,-10.0,-9.404838562011719,[-0.4438299  -0.9924126   0.86780524  0.7157942 ],-0.13269448280334473,0.5951614379882812,-2.848082917742431,0,76.9959716796875,0.9925189018249512
2,33,-10.0,-10.24477767944336,[0.45770174 0.03337757 0.4139125  0.5610591 ],-0.027102790772914886,0.24477767944335938,-2.875185708515346,0,153.80938720703125,0.995881199836731
2,34,-10.0,-9.894927024841309,[-0.2502481   0.54064506  0.50124866  0.22642243],-0.012067841365933418,0.1050729751586914,-2.8872535498812795,0,76.95881652832031,0.995816171169281
2,35,-10.0,-9.6257963180542,[-0.19626816  0.39461604 -0.9937743   0.5497933 ],-0.12537777423858643,0.3742036819458008,-3.012631324119866,0,153.76280212402344,0.9966005682945251
2,36,-10.0,-9.329899787902832,[ 0.7928332  -0.52136856 -0.75846565 -0.559432  ],-0.13348272442817688,0.670100212097168,-3.1461140485480428,0,76.92652893066406,0.9957810640335083
2,37,-10.0,-9.090412139892578,[-0.39580655  0.766057    0.08633286 -0.4265767 ],-0.1337062567472458,0.9095878601074219,-3.2798203052952886,0,76.90788269042969,0.9962188601493835
2,38,-10.0,-9.466652870178223,[-0.7232906  -0.41971108  0.22774218 -0.35172293],-0.1719481647014618,0.5333471298217773,-3.4517684699967504,0,76.86279296875,0.9915598034858704
2,39,-10.0,-9.959307670593262,[-0.08527964 -0.11176579  0.65627074 -0.14730369],-0.1087588369846344,0.04069232940673828,-3.5605273069813848,0,0.08088254183530807,0.987129271030426
2,40,-10.0,-9.593255996704102,[-0.30860236  0.34994322 -0.55703586 -0.06550835],-0.1685173511505127,0.40674400329589844,-3.7290446581318974,0,153.62051391601562,0.9919142723083496
2,41,-10.0,-10.478717803955078,[-0.37046862  0.2537112   0.7547209  -0.104622  ],-0.15237219631671906,0.4787178039550781,-3.8814168544486165,0,76.83959197998047,0.9917351007461548
2,42,-10.0,-9.646899223327637,[ 0.56891483 -0.0860686   0.31245866 -0.73631805],-0.08784491568803787,0.3531007766723633,-3.9692617701366544,0,153.5840606689453,0.9912567138671875
2,43,-10.0,-10.327971458435059,[-0.13403699  0.81862396  0.210958    0.5335492 ],-0.08887749910354614,0.3279714584350586,-4.0581392692402005,0,153.55316162109375,0.9948582649230957
2,44,-10.0,-9.891797065734863,[ 0.00940122 -0.00388875  0.68579966 -0.86438614],-0.07963567972183228,0.10820293426513672,-4.137774948962033,0,153.54104614257812,0.9978544116020203
2,45,-10.0,-9.684513092041016,[ 0.14654455  0.88552517  0.0357201  -0.61106837],-0.07520809024572372,0.3154869079589844,-4.2129830392077565,0,153.51608276367188,0.9940808415412903
2,46,-10.0,-9.00269603729248,[ 0.6958788  -0.4967217   0.40145206  0.08052188],-0.016283078119158745,0.9973039627075195,-4.229266117326915,0,153.50765991210938,0.9961186647415161
2,47,-10.0,-9.794901847839355,[ 0.8976726   0.24867341  0.67595595 -0.98413426],0.02379608526825905,0.20509815216064453,-4.205470032058656,0,0.07525758445262909,0.9988009929656982
2,48,-10.0,-9.117865562438965,[ 0.97868013 -0.8445709  -0.35574096  0.8923048 ],-0.12050929665565491,0.8821344375610352,-4.325979328714311,0,153.47299194335938,0.9984825253486633
2,49,-10.0,-10.14620304107666,[-0.98212177  0.64546     0.72242326 -0.12033837],-0.08801677078008652,0.14620304107666016,-4.413996099494398,0,153.4647216796875,0.9976709485054016
2,50,-10.0,-9.20598316192627,[-0.48850963  0.60537905 -0.04427599 -0.73132277],-0.11961790919303894,0.7940168380737305,-4.533614008687437,0,0.0730694979429245,0.995100200176239
2,51,-10.0,-10.02428913116455,[ 0.855698   0.7919399 -0.0169097  0.713405 ],-0.07115347683429718,0.02428913116455078,-4.604767485521734,0,153.42234802246094,0.9952164888381958
2,52,-10.0,-9.808794021606445,[-0.16284394  0.3669298  -0.20401873  0.01148404],-0.05531146004796028,0.1912059783935547,-4.660078945569694,0,76.74641418457031,0.9977217316627502
2,53,-10.0,-9.936923027038574,[-0.6208966   0.92997783 -0.4115686  -0.79308087],-0.20147086679935455,0.06307697296142578,-4.861549812369049,0,76.76174926757812,0.9967665672302246
2,54,-10.0,-9.601751327514648,[-0.7113692  -0.9718154   0.4318914   0.12899664],-0.2081141620874405,0.39824867248535156,-5.069663974456489,0,153.40623474121094,0.9956465363502502
2,55,-10.0,-9.885369300842285,[0.5891567  0.01415985 0.58364207 0.39152843],-0.09693773835897446,0.11463069915771484,-5.1666017128154635,0,153.40093994140625,0.9943663477897644
2,56,-10.0,-9.092020034790039,[ 0.55569696 -0.18703426  0.29554126 -0.6404114 ],-0.034637633711099625,0.9079799652099609,-5.201239346526563,0,153.38233947753906,0.9984312653541565
2,57,-10.0,-9.619614601135254,[-0.35636008 -0.65479076 -0.18272555 -0.5171625 ],-0.0774679034948349,0.3803853988647461,-5.278707250021398,0,153.3981170654297,0.9986422657966614
2,58,-10.0,-10.183719635009766,[-0.186156    0.9504447  -0.35936135  0.9649819 ],-0.1464550793170929,0.18371963500976562,-5.425162329338491,0,0.07117684185504913,0.996956467628479
2,59,-10.0,-9.9478120803833,[ 0.27261224 -0.24981797  0.714969    0.23917347],-0.0387699268758297,0.05218791961669922,-5.463932256214321,0,153.3652801513672,0.9967103004455566
2,60,-10.0,-9.343154907226562,[-0.49593383  0.58571136 -0.13412298 -0.28497767],-0.09011083841323853,0.6568450927734375,-5.554043094627559,0,76.7254409790039,0.9974052309989929
2,61,-10.0,-10.414020538330078,[-0.33944613  0.39473775 -0.46269974  0.61655605],-0.16785770654678345,0.4140205383300781,-5.721900801174343,0,153.3642120361328,0.9968361854553223
2,62,-10.0,-9.79051685333252,[-0.4094224   0.08824277 -0.02415702  0.71071285],-0.18989740312099457,0.20948314666748047,-5.911798204295337,0,76.71126556396484,0.9979495406150818
2,63,-10.0,-9.270373344421387,[ 0.77677286 -0.6312311   0.17069691  0.7964101 ],-0.14568446576595306,0.7296266555786133,-6.05748267006129,0,153.36083984375,0.9977364540100098
2,64,-10.0,-9.0025634765625,[-0.10776556  0.8437366  -0.4420182   0.21766235],-0.17377586662769318,0.9974365234375,-6.231258536688983,0,76.70484924316406,0.9993975162506104
2,65,-10.0,-10.040677070617676,[ 0.3649074  -0.5435885  -0.972465   -0.16655208],-0.22021245956420898,0.04067707061767578,-6.451470996253192,0,76.69403076171875,0.9976309537887573
2,66,-10.0,-9.515799522399902,[ 0.8769638  -0.31394377  0.5594886  -0.65052736],-0.25253260135650635,0.48420047760009766,-6.704003597609699,0,0.07113663852214813,0.9990321397781372
2,67,-10.0,-9.57563591003418,[-0.31609434 -0.7108046   0.43354163  0.39861524],-0.23535920679569244,0.4243640899658203,-6.939362804405391,0,76.71134185791016,0.9951733946800232
2,68,-10.0,-9.194196701049805,[ 0.37699464 -0.49320793  0.38472024 -0.5454049 ],-0.1721552014350891,0.8058032989501953,-7.11151800584048,0,76.6946029663086,0.9936456680297852
2,69,-10.0,-10.120162010192871,[-0.15070176 -0.25615576 -0.2893842  -0.8846904 ],-0.20091858506202698,0.1201620101928711,-7.312436590902507,0,153.31414794921875,0.9960229396820068
2,70,-10.0,-9.14614486694336,[0.26329327 0.4146332  0.2271774  0.29662552],-0.15684890747070312,0.8538551330566406,-7.46928549837321,0,76.68757629394531,0.9946660995483398
2,71,-10.0,-9.302719116210938,[-0.6601186  -0.7011064   0.02835009  0.7506654 ],-0.24096518754959106,0.6972808837890625,-7.7102506859228015,0,153.31507873535156,0.996677041053772
2,72,-10.0,-9.776410102844238,[-0.63209313 -0.07432176 -0.14213534 -0.00542163],-0.23413057625293732,0.22358989715576172,-7.944381262175739,0,76.66863250732422,0.9980158805847168
2,73,-10.0,-9.065975189208984,[-0.67697847 -0.31511873 -0.4762392   0.6890539 ],-0.28194016218185425,0.9340248107910156,-8.226321424357593,0,153.30291748046875,0.9981541037559509
2,74,-10.0,-9.610404014587402,[ 0.6006645  -0.14672169  0.21403092 -0.7090688 ],-0.20293569564819336,0.38959598541259766,-8.429257120005786,0,0.0334596261382103,0.9978771209716797
2,75,-10.0,-10.087431907653809,[ 0.01922659 -0.40610582  0.7193019   0.34319675],-0.1472131460905075,0.0874319076538086,-8.576470266096294,0,76.66571044921875,0.997006356716156
2,76,-10.0,-10.274537086486816,[ 0.266948   -0.7504974  -0.05882424  0.97314554],-0.15418103337287903,0.2745370864868164,-8.730651299469173,0,76.6479721069336,0.997326135635376
2,77,-10.0,-10.370529174804688,[ 0.89659834  0.2901713  -0.69655025  0.2782537 ],-0.14673499763011932,0.3705291748046875,-8.877386297099292,0,76.66305541992188,0.9975117444992065
2,78,-10.0,-9.904314994812012,[ 0.13132423 -0.06266832 -0.14392506  0.19853951],-0.1048753634095192,0.09568500518798828,-8.982261660508811,0,153.281494140625,0.9980860948562622
2,79,-10.0,-9.916411399841309,[0.6999398  0.5022421  0.15872107 0.8494084 ],-0.0943620577454567,0.0835886001586914,-9.076623718254268,0,153.28834533691406,0.9984678626060486
2,80,-10.0,-10.360594749450684,[-0.87052006  0.982693   -0.8940109  -0.6010089 ],-0.24360962212085724,0.3605947494506836,-9.320233340375125,0,153.26870727539062,0.9988434314727783
2,81,-10.0,-9.50515365600586,[-0.15449467 -0.78498226  0.24734083 -0.9040149 ],-0.19041045010089874,0.4948463439941406,-9.510643790476024,0,76.65271759033203,0.9974173307418823
2,82,-10.0,-9.490285873413086,[-0.43075225 -0.87792665  0.40703866  0.33691233],-0.19894620776176453,0.5097141265869141,-9.709589998237789,0,153.26519775390625,0.998174786567688
2,83,-10.0,-10.120172500610352,[-0.24283881 -0.62361145  0.49400964 -0.3192414 ],-0.16474929451942444,0.12017250061035156,-9.874339292757213,0,76.65393829345703,0.9989701509475708
2,84,-10.0,-10.499549865722656,[ 0.59060234 -0.02419812  0.05133889 -0.9430183 ],-0.12153710424900055,0.49954986572265625,-9.995876397006214,0,0.05557660385966301,0.9971458315849304
2,85,-10.0,-9.661913871765137,[ 0.28846404 -0.29868698 -0.5415899  -0.13223325],-0.14749757945537567,0.3380861282348633,-10.14337397646159,0,153.2724151611328,0.9974821209907532
2,86,-10.0,-10.251371383666992,[-0.23506509 -0.06042192  0.95896673 -0.27124387],-0.11637776345014572,0.2513713836669922,-10.259751739911735,0,76.645263671875,0.9987026453018188
2,87,-10.0,-9.50265121459961,[ 0.54882026  0.10553519  0.7782622  -0.2900943 ],-0.03169636428356171,0.4973487854003906,-10.291448104195297,0,76.64287567138672,0.9987173080444336
2,88,-10.0,-10.223530769348145,[-0.50896263  0.8220385  -0.9129315   0.90150684],-0.20709854364395142,0.22353076934814453,-10.498546647839248,0,76.65896606445312,0.9991686344146729
2,89,-10.0,-9.038476943969727,[ 0.11281383 -0.24727356  0.9901046  -0.88327473],-0.09321656078100204,0.9615230560302734,-10.59176320862025,0,153.261962890625,0.9984788298606873
2,90,-10.0,-9.440908432006836,[ 0.03341272 -0.93780583  0.14235148 -0.639063  ],-0.0583760030567646,0.5590915679931641,-10.650139211677015,0,153.2615966796875,0.9986572265625
2,91,-10.0,-9.529022216796875,[ 0.2619184   0.96184736  0.7498051  -0.0963275 ],-0.011163098737597466,0.470977783203125,-10.661302310414612,0,0.04012925922870636,0.9995071887969971
2,92,-10.0,-10.000650405883789,[ 0.41692173  0.5549375  -0.01031383  0.05706698],0.043355830013751984,0.0006504058837890625,-10.61794648040086,0,76.63509368896484,0.9986635446548462
2,93,-10.0,-9.647725105285645,[-0.6984312  -0.26120016 -0.7155575   0.4537875 ],-0.10924211144447327,0.35227489471435547,-10.727188591845334,0,76.64575958251953,0.9990192651748657
2,94,-10.0,-9.577887535095215,[-0.04597401 -0.10224233  0.77199596  0.05523754],-0.020377714186906815,0.42211246490478516,-10.74756630603224,0,76.63153839111328,0.9987467527389526
2,95,-10.0,-10.114407539367676,[-0.18181834 -0.46221596 -0.8559759  -0.16372773],-0.10888860374689102,0.11440753936767578,-10.856454909779131,0,0.03961032256484032,0.9985337257385254
2,96,-10.0,-10.276671409606934,[-0.94849306 -0.41769212  0.00701902  0.9318661 ],-0.20609010756015778,0.2766714096069336,-11.06254501733929,0,153.23263549804688,0.9994346499443054
2,97,-10.0,-10.368232727050781,[-7.8123415e-01  3.4608212e-01 -1.3525780e-04  5.5419648e-01],-0.15916389226913452,0.36823272705078125,-11.221708909608424,0,0.041775960475206375,0.9996052384376526
2,98,-10.0,-9.421320915222168,[-0.712786   -0.83359474 -0.20156279  0.5939245 ],-0.20369955897331238,0.578679084777832,-11.425408468581736,0,153.2278594970703,0.999087929725647
2,99,-10.0,-9.748556137084961,[-0.6166485  0.5355544 -0.419404  -0.566217 ],-0.14342641830444336,0.25144386291503906,-11.56883488688618,0,76.62346649169922,0.9994218349456787
2,100,-10.0,-9.865660667419434,[-0.9665688  -0.20268188 -0.23783702  0.31868988],-0.12459121644496918,0.1343393325805664,-11.693426103331149,0,76.64386749267578,0.9970728158950806
2,101,-10.0,-10.401361465454102,[-0.8581632  -0.69479203 -0.96684825 -0.7724073 ],-0.1818416267633438,0.40136146545410156,-11.875267730094492,0,76.63750457763672,0.9969191551208496
2,102,-10.0,-10.05700397491455,[ 0.30357856 -0.1946863  -0.35794738  0.11582399],-0.08884937316179276,0.05700397491455078,-11.964117103256285,0,153.23060607910156,0.9982380867004395
2,103,-10.0,-9.850546836853027,[0.98692095 0.668973   0.39924636 0.83651716],0.05385703593492508,0.14945316314697266,-11.91026006732136,0,76.63236999511719,0.9988682270050049
2,104,-10.0,-9.336462020874023,[-0.9205426  -0.8593331  -0.05198742 -0.3016652 ],0.1291295737028122,0.6635379791259766,-11.781130493618548,0,76.63440704345703,0.9981725215911865
2,105,-10.0,-10.115058898925781,[ 0.87450415 -0.02087008  0.07929822  0.7905207 ],0.18814951181411743,0.11505889892578125,-11.59298098180443,0,76.60965728759766,0.9991304278373718
2,106,-10.0,-9.29509162902832,[-0.10672991  0.7540688  -0.4928365  -0.4523806 ],0.1408558338880539,0.7049083709716797,-11.452125147916377,0,76.63118743896484,0.9988546371459961
2,107,-10.0,-9.552112579345703,[-0.34327722  0.09512854 -0.5597426   0.34285834],0.16305126249790192,0.4478874206542969,-11.289073885418475,0,0.01863763853907585,0.9978051781654358
2,108,-10.0,-9.82824420928955,[-0.71441346 -0.81179947  0.7403835  -0.5262626 ],0.12298667430877686,0.17175579071044922,-11.166087211109698,0,76.62759399414062,0.9989093542098999
2,109,-10.0,-10.048481941223145,[-0.22799198  0.14308418  0.05160394 -0.84795225],0.068726547062397,0.04848194122314453,-11.0973606640473,0,153.22216796875,0.9994065761566162
2,110,-10.0,-9.877849578857422,[ 0.74825186  0.9022712   0.6250146  -0.43239632],0.11090017855167389,0.12215042114257812,-10.986460485495627,0,153.22621154785156,0.9985766410827637
2,111,-10.0,-9.72260856628418,[ 0.05569359 -0.32116655  0.10933462  0.94880694],0.16741244494915009,0.2773914337158203,-10.819048040546477,0,153.2111053466797,0.9990112781524658
2,112,-10.0,-9.517010688781738,[-0.37659416  0.3375932  -0.34806558  0.54895455],0.08541851490736008,0.4829893112182617,-10.733629525639117,0,76.62322235107422,0.999613344669342
2,113,-10.0,-9.864870071411133,[-0.34838006  0.7796547   0.50341547  0.5252642 ],0.07074838876724243,0.1351299285888672,-10.662881136871874,0,76.62548065185547,0.9984995126724243
2,114,-10.0,-10.024423599243164,[-0.06104194 -0.578471   -0.9170498  -0.3563424 ],0.024510838091373444,0.024423599243164062,-10.638370298780501,0,76.6275863647461,0.9990754127502441
2,115,-10.0,-9.534568786621094,[-0.9257747   0.3877108   0.34070006 -0.13905643],-0.013592087663710117,0.46543121337890625,-10.651962386444211,0,0.017933357506990433,0.9994567036628723
2,116,-10.0,-9.861475944519043,[ 0.53557795  0.07201699 -0.92028016 -0.73041373],0.061840251088142395,0.13852405548095703,-10.590122135356069,0,76.62833404541016,0.9986359477043152
2,117,-10.0,-9.726265907287598,[-0.6131672  -0.3286724  -0.8953741   0.21023355],0.03925188630819321,0.27373409271240234,-10.550870249047875,0,76.6319351196289,0.9985395669937134
2,118,-10.0,-10.443328857421875,[ 0.02412206  0.23492202 -0.1352888   0.69540095],0.07017924636602402,0.443328857421875,-10.480691002681851,0,153.20004272460938,0.999194324016571
2,119,-10.0,-9.905652046203613,[-0.09188189 -0.969193    0.7461363   0.31240308],0.03149024397134781,0.09434795379638672,-10.449200758710504,0,76.62947845458984,0.9986814856529236
2,120,-10.0,-9.149445533752441,[ 0.6460061   0.9035514  -0.89817524 -0.52985626],-0.009394284337759018,0.8505544662475586,-10.458595043048263,0,153.2135467529297,0.9994090795516968
2,121,-10.0,-9.524373054504395,[-0.8733131  -0.15668423  0.7276583  -0.83675206],-0.027192015200853348,0.47562694549560547,-10.485787058249116,0,153.19540405273438,0.9986949563026428
2,122,-10.0,-9.869811058044434,[-0.05377609 -0.74891376  0.5457712   0.68284434],0.027480624616146088,0.1301889419555664,-10.45830643363297,0,76.63774871826172,0.9985697269439697
2,123,-10.0,-10.49909496307373,[-0.9134181  -0.02711851 -0.5211779   0.9049476 ],-0.0966118797659874,0.49909496307373047,-10.554918313398957,0,76.618896484375,0.999539852142334
2,124,-10.0,-9.617878913879395,[ 0.88778526  0.227868    0.9469748  -0.3102773 ],0.04539889097213745,0.38212108612060547,-10.50951942242682,0,0.034916605800390244,0.9994215965270996
2,125,-10.0,-10.060933113098145,[ 0.79570144 -0.13081005 -0.52837074  0.88165593],0.04606475681066513,0.06093311309814453,-10.463454665616155,0,153.20741271972656,0.9995043277740479
2,126,-10.0,-9.48648738861084,[ 0.3684361  -0.87017685  0.74084973  0.4027606 ],0.08605599403381348,0.5135126113891602,-10.377398671582341,0,153.21371459960938,0.9996115565299988
2,127,-10.0,-9.217872619628906,[ 0.20985374  0.4647498  -0.49312192  0.2009779 ],0.08582089096307755,0.7821273803710938,-10.291577780619264,0,0.04033852368593216,0.9996156692504883
2,128,-10.0,-9.4847993850708,[ 0.62923837 -0.8917727  -0.7389787   0.68489164],0.01115010492503643,0.5152006149291992,-10.280427675694227,0,0.022668704390525818,0.9993630051612854
2,129,-10.0,-9.069208145141602,[ 0.23669174  0.06257562 -0.50341856 -0.40984285],0.0454571507871151,0.9307918548583984,-10.234970524907112,0,0.02188994735479355,0.9998522996902466
2,130,-10.0,-9.841527938842773,[ 0.74537235 -0.15666813 -0.87113947  0.79397017],0.1198505163192749,0.15847206115722656,-10.115120008587837,0,76.61536407470703,0.999426007270813
2,131,-10.0,-9.363842010498047,[-0.59323835  0.6524551   0.7635412  -0.02649851],0.10468003153800964,0.6361579895019531,-10.010439977049828,0,76.61077880859375,0.999816358089447
2,132,-10.0,-10.21208667755127,[0.19692938 0.05453491 0.2496426  0.7100834 ],0.16159145534038544,0.21208667755126953,-9.848848521709442,0,76.62641906738281,0.9994939565658569
2,133,-10.0,-9.201627731323242,[-0.4357211   0.767511    0.13538066 -0.7697939 ],0.10923342406749725,0.7983722686767578,-9.739615097641945,0,76.60842895507812,0.9994707703590393
2,134,-10.0,-9.503962516784668,[-0.5459977   0.19196478 -0.52110755 -0.73716867],-0.024292796850204468,0.49603748321533203,-9.76390789449215,0,76.61607360839844,0.9991042017936707
2,135,-10.0,-10.102499961853027,[-0.6763046   0.689745    0.20436731  0.92713416],-0.03533075749874115,0.10249996185302734,-9.79923865199089,0,76.62682342529297,0.9989516735076904
2,136,-10.0,-9.418615341186523,[-0.30864158  0.19125019  0.19797058  0.23140858],0.019304482266306877,0.5813846588134766,-9.779934169724584,0,76.61880493164062,0.9990523457527161
2,137,-10.0,-9.724088668823242,[-0.88164556  0.5006344   0.896419    0.06935812],0.01688193902373314,0.2759113311767578,-9.76305223070085,0,0.027658071368932724,0.9987442493438721
